Total_Stops,dept_day,dept_month,dept_hour,dept_minute,arrival_day,arrival_month,arrival_hour,arrival_minute,duration_hours,duration_minutes,Route1,Route2,Route3,Route4,Route5,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Chennai,Delhi,Kolkata,Mumbai,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Price
0.0,0.07692307692307693,0.33333333333333326,0.7826086956521738,0.45454545454545453,0.07142857142857142,0.33333333333333326,0.9130434782608695,0.36363636363636365,0.08695652173913043,1.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14424253836738538
0.5,0.5384615384615385,0.6666666666666665,0.5217391304347826,0.0,0.5357142857142857,0.6666666666666665,0.30434782608695654,0.7272727272727273,0.8260869565217391,0.7272727272727273,0.75,0.6363636363636364,0.13793103448275862,0.38461538461538464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41860465116279066
0.0,0.19230769230769232,0.33333333333333326,0.30434782608695654,0.8181818181818181,0.17857142857142855,0.33333333333333326,0.43478260869565216,0.7272727272727273,0.08695652173913043,1.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13525091799265607
0.0,0.42307692307692313,0.6666666666666665,0.30434782608695654,0.09090909090909091,0.39285714285714285,0.6666666666666665,0.34782608695652173,0.5454545454545454,0.043478260869565216,0.45454545454545453,0.25,0.4318181818181818,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10785236795028716
0.0,0.07692307692307693,0.0,0.6086956521739131,0.2727272727272727,0.07142857142857142,0.0,0.6956521739130435,0.8181818181818181,0.08695652173913043,0.5454545454545454,0.5,0.11363636363636365,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5708502024291499
0.25,0.3076923076923077,0.6666666666666665,0.30434782608695654,0.09090909090909091,0.2857142857142857,0.6666666666666665,0.8260869565217391,0.2727272727272727,0.5217391304347826,0.18181818181818182,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4417192354768854
0.25,0.3076923076923077,0.0,0.6956521739130435,0.0,0.3214285714285714,0.0,0.7826086956521738,0.9090909090909091,0.08695652173913043,0.9090909090909091,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5787590622351945
0.5,0.42307692307692313,0.6666666666666665,0.21739130434782608,0.9090909090909091,0.42857142857142855,0.6666666666666665,0.34782608695652173,1.0,0.13043478260869565,0.09090909090909091,0.5,0.5681818181818182,0.3103448275862069,0.23076923076923078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4543828264758497
0.25,0.8846153846153847,0.0,0.4782608695652174,0.2727272727272727,0.8214285714285714,0.0,0.7826086956521738,0.2727272727272727,0.30434782608695654,0.0,0.5,0.5227272727272727,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4956218811787967
0.0,0.07692307692307693,0.6666666666666665,0.7826086956521738,1.0,0.07142857142857142,0.6666666666666665,0.9130434782608695,0.9090909090909091,0.08695652173913043,1.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14424253836738538
0.0,0.19230769230769232,0.33333333333333326,0.9565217391304348,0.36363636363636365,0.2142857142857143,0.33333333333333326,0.0,0.7272727272727273,0.08695652173913043,0.36363636363636365,0.5,0.11363636363636365,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09951981922606157
0.25,0.7692307692307693,0.0,0.8695652173913043,0.5454545454545454,0.75,0.0,0.043478260869565216,0.6363636363636364,0.21739130434782608,0.09090909090909091,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21057339233593822
0.25,1.0,1.0,0.5652173913043478,0.0,0.9285714285714285,1.0,0.8260869565217391,0.2727272727272727,0.2608695652173913,0.2727272727272727,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31131720177007816
0.0,0.3076923076923077,1.0,0.2608695652173913,1.0,0.2857142857142857,1.0,0.3913043478260869,0.5454545454545454,0.08695652173913043,0.6363636363636364,0.5,0.11363636363636365,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09801336973919594
0.25,0.19230769230769232,0.0,0.6086956521739131,0.18181818181818182,0.17857142857142855,0.0,0.8260869565217391,0.36363636363636365,0.21739130434782608,0.18181818181818182,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.834949628095283
0.0,0.5384615384615385,0.33333333333333326,0.9130434782608695,0.2727272727272727,0.5357142857142857,0.33333333333333326,0.0,0.2727272727272727,0.13043478260869565,0.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10281517747858018
0.5,0.42307692307692313,1.0,0.3913043478260869,0.18181818181818182,0.42857142857142855,1.0,0.4782608695652174,0.09090909090909091,0.043478260869565216,1.0,0.5,0.045454545454545456,0.48275862068965514,0.23076923076923078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2051595894925148
0.5,0.19230769230769232,0.0,0.2608695652173913,0.0,0.2142857142857143,0.0,0.4782608695652174,1.0,0.21739130434782608,1.0,0.25,0.09090909090909091,0.3103448275862069,0.6923076923076923,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5865737689483099
0.25,0.8846153846153847,0.6666666666666665,0.8695652173913043,0.45454545454545453,0.8571428571428571,0.6666666666666665,0.6086956521739131,0.45454545454545453,0.7826086956521738,0.0,0.5,0.3181818181818182,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878071744656812
0.5,1.0,1.0,0.5652173913043478,0.45454545454545453,0.9642857142857143,1.0,0.8260869565217391,0.0,0.21739130434782608,0.6363636363636364,0.75,0.0,0.13793103448275862,0.38461538461538464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4420958478486019
0.25,0.19230769230769232,1.0,0.6956521739130435,0.8181818181818181,0.2142857142857143,1.0,0.30434782608695654,0.18181818181818182,0.6086956521739131,0.45454545454545453,0.75,0.13636363636363635,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4543357499293852
0.0,0.0,0.33333333333333326,0.6086956521739131,0.45454545454545453,0.0,0.33333333333333326,0.6956521739130435,1.0,0.08695652173913043,0.5454545454545454,0.5,0.11363636363636365,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11368985971189152
0.25,0.7692307692307693,0.6666666666666665,0.6086956521739131,0.0,0.7142857142857143,0.6666666666666665,0.8260869565217391,0.0,0.21739130434782608,0.0,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5243856510686377
0.0,0.7692307692307693,0.6666666666666665,0.43478260869565216,0.18181818181818182,0.7142857142857143,0.6666666666666665,0.5652173913043478,0.0,0.08695652173913043,0.9090909090909091,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10281517747858018
0.25,0.3076923076923077,0.0,0.2608695652173913,0.9090909090909091,0.3214285714285714,0.0,0.34782608695652173,0.9090909090909091,0.08695652173913043,0.0,0.0,0.4545454545454546,0.27586206896551724,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18204500517842012
0.0,0.42307692307692313,0.33333333333333326,0.8695652173913043,0.36363636363636365,0.39285714285714285,0.33333333333333326,0.9565217391304348,1.0,0.08695652173913043,0.6363636363636364,0.5,0.11363636363636365,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12847189530176067
0.0,0.5384615384615385,0.0,0.4782608695652174,0.6363636363636364,0.5,0.0,0.6086956521739131,0.0,0.08695652173913043,0.45454545454545453,1.0,0.18181818181818182,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21363336785613404
0.25,0.8846153846153847,1.0,0.8260869565217391,0.2727272727272727,0.8571428571428571,1.0,0.8260869565217391,0.0,1.0,0.8181818181818181,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40029187458808024
0.25,0.19230769230769232,0.0,0.5217391304347826,0.0,0.2142857142857143,0.0,0.5217391304347826,0.45454545454545453,0.0,0.45454545454545453,0.25,0.045454545454545456,0.4482758620689655,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5954712362301102
0.25,0.8846153846153847,0.0,0.4782608695652174,0.7272727272727273,0.8571428571428571,0.0,0.3913043478260869,0.0,0.9130434782608695,0.36363636363636365,0.0,0.1590909090909091,0.27586206896551724,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30072497881555404
0.0,0.3076923076923077,1.0,0.8260869565217391,0.9090909090909091,0.2857142857142857,1.0,0.9565217391304348,0.9090909090909091,0.13043478260869565,0.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2575087091610959
0.25,0.5384615384615385,1.0,0.3913043478260869,0.0,0.5357142857142857,1.0,0.5217391304347826,0.6363636363636364,0.13043478260869565,0.6363636363636364,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40029187458808024
0.25,1.0,0.0,0.34782608695652173,0.0,0.9285714285714285,0.0,0.7826086956521738,0.9090909090909091,0.43478260869565216,0.9090909090909091,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4664344223707749
0.25,0.19230769230769232,0.6666666666666665,0.8260869565217391,0.0,0.2142857142857143,0.6666666666666665,0.043478260869565216,0.5454545454545454,0.2608695652173913,0.5454545454545454,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29724131437717727
0.25,0.3076923076923077,1.0,0.5652173913043478,0.0,0.3214285714285714,1.0,0.17391304347826086,0.45454545454545453,0.6521739130434783,0.45454545454545453,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40029187458808024
0.5,0.0,1.0,0.7826086956521738,0.8181818181818181,0.03571428571428571,1.0,0.8260869565217391,0.2727272727272727,0.0,0.5454545454545454,0.75,0.6363636363636364,0.13793103448275862,0.38461538461538464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5263628660201488
0.25,0.8846153846153847,0.0,0.2608695652173913,0.5454545454545454,0.8214285714285714,0.0,0.6956521739130435,0.36363636363636365,0.3913043478260869,0.9090909090909091,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5451464080595048
0.25,0.6538461538461539,0.0,0.4782608695652174,0.7272727272727273,0.6428571428571428,0.0,0.30434782608695654,0.7272727272727273,0.8695652173913043,0.0,0.0,0.1590909090909091,0.27586206896551724,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4954806515394031
0.0,1.0,0.6666666666666665,0.4782608695652174,0.18181818181818182,0.9285714285714285,0.6666666666666665,0.6086956521739131,0.09090909090909091,0.08695652173913043,1.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10691083702099613
0.5,1.0,1.0,0.2608695652173913,0.9090909090909091,0.9642857142857143,1.0,0.30434782608695654,0.7272727272727273,0.0,0.9090909090909091,0.75,0.20454545454545456,0.13793103448275862,0.38461538461538464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5965539967987948
0.25,0.7692307692307693,0.0,0.3913043478260869,0.8181818181818181,0.7142857142857143,0.0,0.6956521739130435,0.18181818181818182,0.2608695652173913,0.45454545454545453,0.75,0.4545454545454546,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2581207042651351
0.5,1.0,1.0,0.8695652173913043,0.2727272727272727,0.9642857142857143,1.0,0.8260869565217391,0.2727272727272727,1.0,0.0,0.75,0.20454545454545456,0.13793103448275862,0.38461538461538464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5570096977685717
0.0,0.5384615384615385,0.33333333333333326,0.7826086956521738,1.0,0.5,0.33333333333333326,0.9565217391304348,0.0,0.13043478260869565,0.09090909090909091,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13110818190377554
0.0,0.6538461538461539,0.6666666666666665,0.43478260869565216,0.18181818181818182,0.6071428571428571,0.6666666666666665,0.5652173913043478,0.0,0.08695652173913043,0.9090909090909091,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10281517747858018
0.25,1.0,1.0,0.9130434782608695,0.9090909090909091,0.9642857142857143,1.0,0.5217391304347826,0.6363636363636364,0.6086956521739131,0.8181818181818181,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40029187458808024
0.25,0.0,0.33333333333333326,0.34782608695652173,0.45454545454545453,0.0,0.33333333333333326,0.6956521739130435,0.36363636363636365,0.30434782608695654,1.0,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2867903210620468
0.25,0.07692307692307693,0.0,0.0,0.5454545454545454,0.07142857142857142,0.0,1.0,1.0,1.0,0.45454545454545453,0.0,0.0,0.27586206896551724,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40650597872140104
0.25,1.0,1.0,0.2608695652173913,0.0,0.9285714285714285,1.0,0.9130434782608695,0.0,0.6521739130434783,0.0,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19998116938141416
0.0,0.07692307692307693,0.0,0.8260869565217391,0.5454545454545454,0.07142857142857142,0.0,0.8695652173913043,0.8181818181818181,0.043478260869565216,0.2727272727272727,0.25,0.4318181818181818,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4437435269748612
0.5,0.0,1.0,0.3913043478260869,0.7272727272727273,0.0,1.0,0.8260869565217391,0.0,0.3913043478260869,0.36363636363636365,0.75,0.6363636363636364,0.13793103448275862,0.38461538461538464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40528198851332264
0.25,0.7692307692307693,0.0,0.30434782608695654,0.6363636363636364,0.7142857142857143,0.0,0.6956521739130435,0.18181818181818182,0.34782608695652173,0.6363636363636364,0.75,0.4545454545454546,0.20689655172413793,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22592034648338197
0.25,0.07692307692307693,1.0,0.8260869565217391,0.0,0.10714285714285714,1.0,0.30434782608695654,0.7272727272727273,0.5217391304347826,0.7272727272727273,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31131720177007816
0.25,0.19230769230769232,1.0,0.4782608695652174,0.5454545454545454,0.2142857142857143,1.0,0.043478260869565216,0.5454545454545454,0.6086956521739131,0.0,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5469353168251577
0.0,0.19230769230769232,1.0,0.30434782608695654,0.18181818181818182,0.17857142857142855,1.0,0.43478260869565216,0.18181818181818182,0.13043478260869565,0.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22215422276621785
0.0,0.6538461538461539,1.0,0.21739130434782608,0.8181818181818181,0.6071428571428571,1.0,0.30434782608695654,0.2727272727272727,0.043478260869565216,0.5454545454545454,0.25,0.4318181818181818,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04180397326052161
